timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-08-07T02:37:38,codecarbon,a229429c-92c5-4e7a-8386-69349e3b403f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,16582.150491121996,0.27306765065340804,1.6467565579000575e-05,12.027499873252673,316.642056404747,20.0,0.05539967481944098,1.4583887333767196,0.0920856980793605,1.6058741062755193,0.0,Canada,CAN,,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.9,16,AMD Ryzen 7 7800X3D 8-Core Processor,1,1 x NVIDIA GeForce RTX 4090,,,29.18195343017578,machine,0.7218602967788635,90.28676559295452,89.98070334177827,26.256799872296323,N,1.0,0.0
