timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-08-10T08:26:26,codecarbon,be32b88c-a044-4bc4-bad5-a5b435710efd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,773.548558163995,0.01152925226969159,1.4904367861606624e-05,12.024862604101655,281.80646069486505,20.0,0.0025838270768388954,0.06092206401538991,0.004296089993094333,0.06780198108532307,0.0,Canada,CAN,,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.9,16,AMD Ryzen 7 7800X3D 8-Core Processor,1,1 x NVIDIA GeForce RTX 4090,,,29.181949615478516,machine,1.16580310880829,91.55699481865285,88.20000000000002,25.7486082926933,N,1.0,0.0
