timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-08-10T08:52:51,codecarbon,7a783525-8a89-4e06-8404-501bbfad967b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1638.8941321199964,0.025770254373104148,1.5724172701606394e-05,12.026483142080249,300.0755351383673,20.0,0.005474978135167968,0.13697464457962805,0.009101775302788684,0.1515513980175847,0.0,Canada,CAN,,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.9,16,AMD Ryzen 7 7800X3D 8-Core Processor,1,1 x NVIDIA GeForce RTX 4090,,,29.181949615478516,machine,1.0486866218692732,94.15943799633476,88.22846670739158,25.750880929414425,N,1.0,0.0
