timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-08-10T08:13:56,codecarbon,fab326ec-4055-43c6-a34f-ec7dba8b5096,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,512.3602837740036,0.007644530377233753,1.492022434081887e-05,12.02535892134231,281.2631315087441,20.0,0.0017114796438080684,0.040399603708545895,0.002845371057611474,0.04495645440996544,0.0,Canada,CAN,,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.9,16,AMD Ryzen 7 7800X3D 8-Core Processor,1,1 x NVIDIA GeForce RTX 4090,,,29.181949615478516,machine,1.4025440313111548,92.35616438356165,88.19960861056751,25.739922674668044,N,1.0,0.0
