scope,key,n_events,duration_s,gpu_j,cpu_j,dram_j
question,WebQTest-491,1064,24.346,7006.00,0.00,0.00
question,WebQTest-492,6,2.467,805.53,0.00,0.00
question,WebQTest-493,5,2.962,983.66,0.00,0.00
question,WebQTest-497,7,2.931,944.23,0.00,0.00
question,WebQTest-500,7,6.476,2107.92,0.00,0.00
question,WebQTest-501,32,5.991,1892.76,0.00,0.00
question,WebQTest-502,156,26.306,8477.51,0.00,0.00
question,WebQTest-503,6,3.245,1104.99,0.00,0.00
question,WebQTest-504,81,28.589,8638.09,0.00,0.00
question,WebQTest-506,16,7.995,2756.24,0.00,0.00
question,WebQTest-508,6,2.584,879.08,0.00,0.00
question,WebQTest-509,6,3.310,1097.48,0.00,0.00
question,WebQTest-51,12,3.575,1138.02,0.00,0.00
question,WebQTest-512,323,9.050,2715.04,0.00,0.00
question,WebQTest-513,34,17.806,5911.09,0.00,0.00
question,WebQTest-514,7,3.354,1104.23,0.00,0.00
question,WebQTest-515,1047,23.628,6828.31,0.00,0.00
question,WebQTest-516,6,3.464,1159.13,0.00,0.00
question,WebQTest-517,5,3.048,1059.56,0.00,0.00
question,WebQTest-518,5,2.619,870.52,0.00,0.00
question,WebQTest-519,18,8.770,2970.42,0.00,0.00
question,WebQTest-52,6,2.331,758.41,0.00,0.00
question,WebQTest-521,109,42.544,11038.26,0.00,0.00
question,WebQTest-522,5,2.361,771.04,0.00,0.00
question,WebQTest-523,1441,27.608,7970.01,0.00,0.00
question,WebQTest-524,7,3.665,1188.41,0.00,0.00
question,WebQTest-525,263,25.561,8083.95,0.00,0.00
question,WebQTest-526,19,4.807,1495.81,0.00,0.00
question,WebQTest-527,72,25.880,8426.20,0.00,0.00
question,WebQTest-528,414,28.572,8984.96,0.00,0.00
question,WebQTest-529,12,3.613,1179.69,0.00,0.00
question,WebQTest-530,7,2.784,889.82,0.00,0.00
question,WebQTest-531,7,3.703,1195.04,0.00,0.00
question,WebQTest-532,6,2.541,827.75,0.00,0.00
question,WebQTest-533,5,2.552,847.48,0.00,0.00
question,WebQTest-534,6,2.774,908.86,0.00,0.00
question,WebQTest-535,622,29.518,9375.14,0.00,0.00
question,WebQTest-537,23,4.313,1394.98,0.00,0.00
question,WebQTest-538,15,4.612,1500.77,0.00,0.00
question,WebQTest-54,15,3.983,1333.16,0.00,0.00
question,WebQTest-540,12,3.888,1248.15,0.00,0.00
question,WebQTest-542,5,2.093,679.25,0.00,0.00
question,WebQTest-543,16,4.224,1401.76,0.00,0.00
question,WebQTest-545,6,2.563,848.84,0.00,0.00
question,WebQTest-546,10,4.357,1391.91,0.00,0.00
question,WebQTest-547,5,2.420,816.43,0.00,0.00
question,WebQTest-548,1037,22.269,6482.09,0.00,0.00
question,WebQTest-549,4,3.171,1046.16,0.00,0.00
question,WebQTest-55,6,2.168,687.85,0.00,0.00
question,WebQTest-550,34,5.610,1790.06,0.00,0.00
question,WebQTest-552,7,3.197,1073.75,0.00,0.00
question,WebQTest-554,5,2.525,857.62,0.00,0.00
question,WebQTest-555,92,32.910,10343.86,0.00,0.00
question,WebQTest-556,6,3.094,999.61,0.00,0.00
question,WebQTest-557,12,6.376,2083.15,0.00,0.00
question,WebQTest-559,6,2.310,752.72,0.00,0.00
question,WebQTest-56,6,2.580,855.74,0.00,0.00
question,WebQTest-560,10,4.263,1395.25,0.00,0.00
question,WebQTest-561,15,6.887,2280.14,0.00,0.00
question,WebQTest-562,11,3.855,1236.14,0.00,0.00
question,WebQTest-564,40,16.194,5248.95,0.00,0.00
question,WebQTest-567,6,2.548,844.92,0.00,0.00
question,WebQTest-568,5,2.743,885.23,0.00,0.00
question,WebQTest-570,209,51.953,16691.01,0.00,0.00
question,WebQTest-572,6,2.167,680.41,0.00,0.00
question,WebQTest-573,12,3.806,1239.57,0.00,0.00
question,WebQTest-575,79,11.867,3808.42,0.00,0.00
question,WebQTest-576,7,3.844,1239.54,0.00,0.00
question,WebQTest-577,20,7.373,2386.09,0.00,0.00
question,WebQTest-578,13,4.806,1576.15,0.00,0.00
question,WebQTest-579,3315,48.383,13202.03,0.00,0.00
question,WebQTest-58,22,4.934,1587.35,0.00,0.00
question,WebQTest-580,7,2.992,982.47,0.00,0.00
question,WebQTest-581,6,2.373,783.53,0.00,0.00
question,WebQTest-582,139,68.361,22299.07,0.00,0.00
question,WebQTest-583,1382,59.014,17893.58,0.00,0.00
question,WebQTest-584,5,2.439,782.02,0.00,0.00
question,WebQTest-585,6,3.430,1148.35,0.00,0.00
question,WebQTest-586,6,2.607,847.00,0.00,0.00
question,WebQTest-588,6,3.625,1179.91,0.00,0.00
question,WebQTest-589,7,3.667,1247.72,0.00,0.00
question,WebQTest-59,5,2.668,869.05,0.00,0.00
question,WebQTest-590,602,26.328,7986.31,0.00,0.00
question,WebQTest-592,5,2.189,708.08,0.00,0.00
question,WebQTest-593,6,2.145,701.98,0.00,0.00
question,WebQTest-595,7,3.696,1210.57,0.00,0.00
question,WebQTest-596,5,2.491,815.74,0.00,0.00
question,WebQTest-597,7,3.028,984.56,0.00,0.00
question,WebQTest-599,6,2.975,973.01,0.00,0.00
question,WebQTest-6,7,3.373,1061.00,0.00,0.00
question,WebQTest-60,6,2.362,767.18,0.00,0.00
question,WebQTest-600,5,2.545,853.83,0.00,0.00
question,WebQTest-602,50,18.469,6048.41,0.00,0.00
question,WebQTest-603,5,2.630,916.36,0.00,0.00
question,WebQTest-604,6,3.234,1056.90,0.00,0.00
question,WebQTest-605,10,3.643,1204.57,0.00,0.00
question,WebQTest-606,14,4.667,1517.16,0.00,0.00
question,WebQTest-608,13,6.342,2092.76,0.00,0.00
question,WebQTest-609,56,7.350,2323.45,0.00,0.00
question,WebQTest-61,15,3.984,1323.35,0.00,0.00
question,WebQTest-611,5,2.535,853.02,0.00,0.00
question,WebQTest-612,174,14.486,4641.72,0.00,0.00
question,WebQTest-613,19,6.807,2168.67,0.00,0.00
question,WebQTest-614,5,2.617,879.63,0.00,0.00
question,WebQTest-615,7,3.407,1112.83,0.00,0.00
question,WebQTest-616,17,9.426,2916.43,0.00,0.00
question,WebQTest-617,15,4.889,1576.16,0.00,0.00
question,WebQTest-618,77,32.904,10739.88,0.00,0.00
question,WebQTest-619,59,6.977,2211.85,0.00,0.00
question,WebQTest-62,17,6.857,2237.17,0.00,0.00
question,WebQTest-620,12,6.046,2000.10,0.00,0.00
question,WebQTest-621,6,3.339,1118.81,0.00,0.00
question,WebQTest-622,59,25.315,8253.66,0.00,0.00
question,WebQTest-624,12,3.876,1243.46,0.00,0.00
question,WebQTest-626,146,50.757,16794.96,0.00,0.00
question,WebQTest-627,5,2.251,758.24,0.00,0.00
question,WebQTest-628,125,49.844,16170.09,0.00,0.00
question,WebQTest-629,14,4.408,1399.40,0.00,0.00
question,WebQTest-63,6,2.523,875.46,0.00,0.00
question,WebQTest-630,18,9.385,3188.70,0.00,0.00
question,WebQTest-631,6,3.274,1074.83,0.00,0.00
question,WebQTest-633,1012,19.935,5629.75,0.00,0.00
question,WebQTest-634,31,16.402,5415.33,0.00,0.00
question,WebQTest-635,26,4.319,1398.19,0.00,0.00
question,WebQTest-636,4,2.065,663.01,0.00,0.00
question,WebQTest-637,5,2.647,902.94,0.00,0.00
question,WebQTest-638,7,3.642,1232.57,0.00,0.00
question,WebQTest-639,14,5.439,1753.07,0.00,0.00
question,WebQTest-64,19,7.581,2418.87,0.00,0.00
question,WebQTest-640,115,50.741,16487.55,0.00,0.00
question,WebQTest-642,46,17.939,5762.88,0.00,0.00
question,WebQTest-643,6,2.932,980.06,0.00,0.00
question,WebQTest-644,10,5.365,1820.86,0.00,0.00
question,WebQTest-645,5,2.800,923.67,0.00,0.00
question,WebQTest-646,28,13.803,4454.05,0.00,0.00
question,WebQTest-648,13,3.817,1265.51,0.00,0.00
question,WebQTest-649,37,6.564,2081.97,0.00,0.00
question,WebQTest-65,1186,42.317,12745.77,0.00,0.00
question,WebQTest-650,14,4.454,1454.55,0.00,0.00
question,WebQTest-651,5,2.820,963.57,0.00,0.00
question,WebQTest-652,21,9.415,3209.33,0.00,0.00
question,WebQTest-653,13,4.393,1415.28,0.00,0.00
question,WebQTest-654,6,2.628,878.51,0.00,0.00
question,WebQTest-655,6,2.416,810.84,0.00,0.00
question,WebQTest-656,34,5.779,1877.70,0.00,0.00
question,WebQTest-657,5,2.676,896.55,0.00,0.00
question,WebQTest-658,7,3.039,978.21,0.00,0.00
question,WebQTest-659,6,3.671,1259.30,0.00,0.00
question,WebQTest-66,6,2.517,834.33,0.00,0.00
question,WebQTest-661,29,9.686,3252.15,0.00,0.00
question,WebQTest-662,6,2.639,869.39,0.00,0.00
question,WebQTest-663,35,13.128,4281.89,0.00,0.00
question,WebQTest-664,6,2.678,885.31,0.00,0.00
question,WebQTest-665,6,3.256,1107.76,0.00,0.00
question,WebQTest-666,187,38.652,12508.57,0.00,0.00
question,WebQTest-667,5,2.429,850.40,0.00,0.00
question,WebQTest-668,46,7.212,2329.73,0.00,0.00
question,WebQTest-669,399,24.050,7506.69,0.00,0.00
question,WebQTest-67,7,3.154,1024.57,0.00,0.00
question,WebQTest-670,5,3.461,1173.36,0.00,0.00
question,WebQTest-671,79,22.450,7238.31,0.00,0.00
question,WebQTest-672,5,2.634,906.02,0.00,0.00
question,WebQTest-673,15,4.300,1383.30,0.00,0.00
question,WebQTest-675,6,2.332,732.92,0.00,0.00
question,WebQTest-676,35,15.913,5126.38,0.00,0.00
question,WebQTest-677,6,2.232,753.60,0.00,0.00
question,WebQTest-678,6,3.411,1126.57,0.00,0.00
question,WebQTest-68,19,4.736,1510.56,0.00,0.00
question,WebQTest-680,1018,13.925,3780.16,0.00,0.00
question,WebQTest-681,216,13.584,4280.08,0.00,0.00
question,WebQTest-683,19,9.534,3070.35,0.00,0.00
question,WebQTest-684,5,2.610,908.42,0.00,0.00
question,WebQTest-685,11,3.382,1091.11,0.00,0.00
question,WebQTest-686,7,3.177,1033.64,0.00,0.00
question,WebQTest-688,6,4.612,1525.79,0.00,0.00
question,WebQTest-689,58,32.279,10694.56,0.00,0.00
question,WebQTest-69,6,2.385,774.07,0.00,0.00
question,WebQTest-690,113,12.549,4039.27,0.00,0.00
question,WebQTest-691,21,8.534,2759.82,0.00,0.00
question,WebQTest-693,7,3.391,1138.66,0.00,0.00
question,WebQTest-694,23,5.829,1831.05,0.00,0.00
question,WebQTest-695,865,49.425,15691.65,0.00,0.00
question,WebQTest-696,17,8.214,2670.77,0.00,0.00
question,WebQTest-698,7,3.083,1003.24,0.00,0.00
question,WebQTest-699,13,5.854,1917.68,0.00,0.00
question,WebQTest-7,13,5.970,1871.55,0.00,0.00
question,WebQTest-700,53,28.414,9588.86,0.00,0.00
question,WebQTest-701,1542,14.147,3412.91,0.00,0.00
question,WebQTest-702,56,17.321,5565.91,0.00,0.00
question,WebQTest-703,6,2.890,970.33,0.00,0.00
question,WebQTest-704,7,3.538,1130.80,0.00,0.00
question,WebQTest-706,2288,39.640,11024.16,0.00,0.00
question,WebQTest-707,12,3.581,1135.10,0.00,0.00
question,WebQTest-708,69,11.129,3552.86,0.00,0.00
question,WebQTest-709,6,2.348,742.93,0.00,0.00
question,WebQTest-71,13,4.247,1403.65,0.00,0.00
question,WebQTest-710,5,2.844,952.32,0.00,0.00
question,WebQTest-711,6,2.404,767.00,0.00,0.00
question,WebQTest-712,7,3.504,1138.69,0.00,0.00
question,WebQTest-713,7,3.311,1051.10,0.00,0.00
question,WebQTest-714,5,2.886,978.67,0.00,0.00
question,WebQTest-716,23,11.396,3745.91,0.00,0.00
question,WebQTest-717,4,1.917,641.25,0.00,0.00
question,WebQTest-718,5,3.330,1077.85,0.00,0.00
question,WebQTest-719,13,4.332,1419.92,0.00,0.00
question,WebQTest-72,7,5.142,1687.40,0.00,0.00
question,WebQTest-721,6,2.927,939.68,0.00,0.00
question,WebQTest-722,7,3.510,1156.09,0.00,0.00
question,WebQTest-723,6,4.443,1474.69,0.00,0.00
question,WebQTest-724,6,2.789,919.81,0.00,0.00
question,WebQTest-725,88,36.446,11773.79,0.00,0.00
question,WebQTest-726,6,3.119,1035.83,0.00,0.00
question,WebQTest-728,70,5.179,1623.91,0.00,0.00
question,WebQTest-729,28,11.497,3662.31,0.00,0.00
question,WebQTest-73,6,2.665,853.73,0.00,0.00
question,WebQTest-730,6,2.587,857.55,0.00,0.00
question,WebQTest-731,51,18.603,6051.60,0.00,0.00
question,WebQTest-733,6,2.248,739.43,0.00,0.00
question,WebQTest-734,13,4.353,1429.32,0.00,0.00
question,WebQTest-735,5,2.522,846.29,0.00,0.00
question,WebQTest-737,6,2.906,1007.50,0.00,0.00
question,WebQTest-738,6,3.509,1183.30,0.00,0.00
question,WebQTest-739,257,32.758,10683.28,0.00,0.00
question,WebQTest-74,13,3.816,1280.27,0.00,0.00
question,WebQTest-740,71,15.416,4968.50,0.00,0.00
question,WebQTest-741,183,21.446,6855.49,0.00,0.00
question,WebQTest-742,6,2.496,807.01,0.00,0.00
question,WebQTest-743,39,8.064,2607.48,0.00,0.00
question,WebQTest-744,7,2.923,949.23,0.00,0.00
question,WebQTest-745,129,47.704,15313.05,0.00,0.00
question,WebQTest-747,6,3.197,1111.16,0.00,0.00
question,WebQTest-748,7,4.257,1367.81,0.00,0.00
question,WebQTest-749,669,27.852,8670.08,0.00,0.00
question,WebQTest-75,6,2.316,748.66,0.00,0.00
question,WebQTest-751,1494,54.771,16480.51,0.00,0.00
question,WebQTest-752,12,5.115,1662.31,0.00,0.00
question,WebQTest-753,7,2.868,931.55,0.00,0.00
question,WebQTest-755,44,19.116,6161.56,0.00,0.00
question,WebQTest-756,12,4.232,1350.40,0.00,0.00
question,WebQTest-757,7,3.330,1126.53,0.00,0.00
question,WebQTest-758,77,11.287,3593.52,0.00,0.00
question,WebQTest-759,30,6.246,2007.48,0.00,0.00
question,WebQTest-76,6,6.864,2248.78,0.00,0.00
question,WebQTest-760,10,4.784,1586.36,0.00,0.00
question,WebQTest-761,6,10.093,3325.13,0.00,0.00
question,WebQTest-762,44,9.744,3159.60,0.00,0.00
question,WebQTest-764,15,4.570,1501.61,0.00,0.00
question,WebQTest-765,21,7.867,2533.85,0.00,0.00
question,WebQTest-766,6,2.412,810.59,0.00,0.00
question,WebQTest-768,12,4.019,1326.62,0.00,0.00
question,WebQTest-769,155,67.856,22085.24,0.00,0.00
question,WebQTest-77,5,2.606,880.44,0.00,0.00
question,WebQTest-770,6,2.325,742.99,0.00,0.00
question,WebQTest-771,228,5.462,1649.08,0.00,0.00
question,WebQTest-772,66,4.950,1534.05,0.00,0.00
question,WebQTest-773,12,4.148,1330.74,0.00,0.00
question,WebQTest-774,6,2.588,876.50,0.00,0.00
question,WebQTest-775,7,3.968,1316.22,0.00,0.00
question,WebQTest-776,1228,25.244,7267.02,0.00,0.00
question,WebQTest-777,12,3.518,1147.36,0.00,0.00
question,WebQTest-778,14,4.278,1373.26,0.00,0.00
question,WebQTest-779,15,4.016,1330.95,0.00,0.00
question,WebQTest-78,7,3.510,1141.87,0.00,0.00
question,WebQTest-780,150,42.312,13616.78,0.00,0.00
question,WebQTest-782,13,3.672,1163.79,0.00,0.00
question,WebQTest-783,6,2.464,807.00,0.00,0.00
question,WebQTest-784,6,2.528,861.51,0.00,0.00
question,WebQTest-785,91,14.534,4637.00,0.00,0.00
question,WebQTest-787,27,9.886,3120.49,0.00,0.00
question,WebQTest-788,21,17.064,6254.22,0.00,0.00
question,WebQTest-789,134,21.951,7120.12,0.00,0.00
question,WebQTest-79,13,6.031,1986.63,0.00,0.00
question,WebQTest-790,19,9.257,3037.11,0.00,0.00
question,WebQTest-791,6,6.296,2047.02,0.00,0.00
question,WebQTest-792,37,18.488,5948.59,0.00,0.00
question,WebQTest-794,12,3.679,1211.20,0.00,0.00
question,WebQTest-796,13,6.176,2043.84,0.00,0.00
question,WebQTest-797,6,2.758,871.71,0.00,0.00
question,WebQTest-798,21,4.969,1592.28,0.00,0.00
question,WebQTest-8,6,2.709,866.14,0.00,0.00
question,WebQTest-80,6,2.376,747.11,0.00,0.00
question,WebQTest-800,131,10.307,3358.65,0.00,0.00
question,WebQTest-801,5,2.788,940.15,0.00,0.00
question,WebQTest-802,85,38.306,12392.04,0.00,0.00
question,WebQTest-805,5,2.500,841.01,0.00,0.00
question,WebQTest-809,7,3.594,1193.24,0.00,0.00
question,WebQTest-810,5,2.744,919.87,0.00,0.00
question,WebQTest-811,20,6.882,2229.19,0.00,0.00
question,WebQTest-812,28,5.585,1782.33,0.00,0.00
question,WebQTest-813,5,2.559,881.10,0.00,0.00
question,WebQTest-814,11,3.672,1203.10,0.00,0.00
question,WebQTest-818,63,27.400,8874.47,0.00,0.00
question,WebQTest-819,6,2.545,858.27,0.00,0.00
question,WebQTest-82,147,24.896,7915.95,0.00,0.00
question,WebQTest-820,6,4.193,1360.98,0.00,0.00
question,WebQTest-821,6,2.505,777.01,0.00,0.00
question,WebQTest-822,66,33.142,10980.47,0.00,0.00
question,WebQTest-823,90,36.489,11797.49,0.00,0.00
question,WebQTest-825,1035,22.406,6440.02,0.00,0.00
question,WebQTest-827,5,2.234,723.10,0.00,0.00
question,WebQTest-828,136,4.993,1544.08,0.00,0.00
question,WebQTest-829,5,2.219,723.61,0.00,0.00
question,WebQTest-83,7,3.466,1114.00,0.00,0.00
question,WebQTest-830,7,2.884,957.19,0.00,0.00
question,WebQTest-831,13,4.729,1557.83,0.00,0.00
question,WebQTest-832,23,11.010,3580.52,0.00,0.00
question,WebQTest-833,21,11.267,3831.09,0.00,0.00
question,WebQTest-834,6,2.321,743.12,0.00,0.00
question,WebQTest-836,13,4.080,1333.20,0.00,0.00
question,WebQTest-837,6,3.495,1144.43,0.00,0.00
question,WebQTest-838,16,5.594,1790.93,0.00,0.00
question,WebQTest-84,6,3.215,1078.45,0.00,0.00
question,WebQTest-841,5,2.608,894.66,0.00,0.00
question,WebQTest-843,15,4.512,1439.36,0.00,0.00
question,WebQTest-845,689,12.424,3469.21,0.00,0.00
question,WebQTest-846,41,24.285,8269.56,0.00,0.00
question,WebQTest-847,22,6.162,2002.60,0.00,0.00
question,WebQTest-848,53,16.639,5545.36,0.00,0.00
question,WebQTest-849,18,10.431,3400.92,0.00,0.00
question,WebQTest-85,57,10.467,3390.28,0.00,0.00
question,WebQTest-850,5,2.630,851.99,0.00,0.00
question,WebQTest-851,5,2.379,820.37,0.00,0.00
question,WebQTest-852,13,7.281,2449.32,0.00,0.00
question,WebQTest-855,6,2.686,913.98,0.00,0.00
question,WebQTest-856,5,2.668,901.42,0.00,0.00
question,WebQTest-857,183,12.267,3967.90,0.00,0.00
question,WebQTest-859,13,3.827,1271.41,0.00,0.00
question,WebQTest-86,5,2.580,869.03,0.00,0.00
question,WebQTest-861,10,4.184,1364.50,0.00,0.00
question,WebQTest-862,67,26.763,8635.94,0.00,0.00
question,WebQTest-863,4,1.843,612.42,0.00,0.00
question,WebQTest-865,7,5.908,1940.60,0.00,0.00
question,WebQTest-866,12,3.866,1247.96,0.00,0.00
question,WebQTest-867,32,6.225,1980.50,0.00,0.00
question,WebQTest-868,162,30.259,9713.22,0.00,0.00
question,WebQTest-869,17,6.968,2265.75,0.00,0.00
question,WebQTest-87,7,3.954,1297.69,0.00,0.00
question,WebQTest-870,7,2.937,952.62,0.00,0.00
question,WebQTest-872,5,2.528,859.32,0.00,0.00
question,WebQTest-873,230,81.022,24617.90,0.00,0.00
question,WebQTest-874,7,3.369,1129.14,0.00,0.00
question,WebQTest-875,16,4.882,1578.61,0.00,0.00
question,WebQTest-876,341,55.305,18037.17,0.00,0.00
question,WebQTest-877,7,2.892,943.71,0.00,0.00
question,WebQTest-878,4,1.803,602.17,0.00,0.00
question,WebQTest-879,6,2.472,813.64,0.00,0.00
question,WebQTest-88,7,2.929,981.82,0.00,0.00
question,WebQTest-880,7,3.011,995.45,0.00,0.00
question,WebQTest-881,31,5.432,1759.30,0.00,0.00
question,WebQTest-882,5,2.963,953.02,0.00,0.00
question,WebQTest-883,13,4.141,1370.26,0.00,0.00
question,WebQTest-884,47,19.796,6398.51,0.00,0.00
question,WebQTest-885,67,29.375,8984.09,0.00,0.00
question,WebQTest-886,10,4.500,1467.41,0.00,0.00
question,WebQTest-887,14,4.353,1427.53,0.00,0.00
question,WebQTest-888,248,36.563,11991.06,0.00,0.00
question,WebQTest-889,9,4.150,1371.48,0.00,0.00
question,WebQTest-89,7,4.043,1310.68,0.00,0.00
question,WebQTest-891,7,3.904,1270.27,0.00,0.00
question,WebQTest-892,6,2.519,828.32,0.00,0.00
question,WebQTest-893,6,2.463,810.62,0.00,0.00
question,WebQTest-894,19,7.574,2447.12,0.00,0.00
question,WebQTest-895,19,8.137,2645.62,0.00,0.00
question,WebQTest-896,20,8.764,2816.78,0.00,0.00
question,WebQTest-897,335,5.410,1509.50,0.00,0.00
question,WebQTest-898,5,2.363,767.56,0.00,0.00
question,WebQTest-899,34,17.084,5651.64,0.00,0.00
question,WebQTest-9,13,3.783,1211.49,0.00,0.00
question,WebQTest-90,22,4.590,1472.01,0.00,0.00
question,WebQTest-900,5,2.465,804.98,0.00,0.00
question,WebQTest-901,15,4.006,1298.59,0.00,0.00
question,WebQTest-903,67,30.919,10231.65,0.00,0.00
question,WebQTest-904,35,15.373,5118.77,0.00,0.00
question,WebQTest-905,17,5.212,1711.78,0.00,0.00
question,WebQTest-908,1011,18.675,5189.41,0.00,0.00
question,WebQTest-91,7,3.354,1137.88,0.00,0.00
question,WebQTest-910,6,2.548,855.49,0.00,0.00
question,WebQTest-911,13,5.981,1904.65,0.00,0.00
question,WebQTest-912,5,2.567,881.06,0.00,0.00
question,WebQTest-914,46,29.003,8865.26,0.00,0.00
question,WebQTest-915,6,3.433,1113.04,0.00,0.00
question,WebQTest-916,6,3.388,1148.00,0.00,0.00
question,WebQTest-918,26,10.013,3324.19,0.00,0.00
question,WebQTest-919,6,2.277,731.67,0.00,0.00
question,WebQTest-920,9,4.033,1339.45,0.00,0.00
question,WebQTest-921,6,2.276,740.45,0.00,0.00
question,WebQTest-922,6,3.998,1304.60,0.00,0.00
question,WebQTest-923,101,42.502,13965.82,0.00,0.00
question,WebQTest-924,16,5.130,1683.67,0.00,0.00
question,WebQTest-925,5,2.173,710.48,0.00,0.00
question,WebQTest-927,21,3.867,1222.97,0.00,0.00
question,WebQTest-928,10,4.590,1499.96,0.00,0.00
question,WebQTest-929,7,3.402,1101.93,0.00,0.00
question,WebQTest-93,18,4.832,1625.36,0.00,0.00
question,WebQTest-931,22,9.680,3153.04,0.00,0.00
question,WebQTest-932,6,3.270,1071.80,0.00,0.00
question,WebQTest-933,15,4.497,1460.05,0.00,0.00
question,WebQTest-935,5,2.575,864.51,0.00,0.00
question,WebQTest-936,13,5.618,1815.70,0.00,0.00
question,WebQTest-937,5,2.833,950.11,0.00,0.00
question,WebQTest-938,6,3.494,1158.97,0.00,0.00
question,WebQTest-939,6,2.888,972.53,0.00,0.00
question,WebQTest-94,6,2.261,715.76,0.00,0.00
question,WebQTest-941,7,2.870,921.74,0.00,0.00
question,WebQTest-942,6,2.557,869.82,0.00,0.00
question,WebQTest-943,13,5.262,1694.13,0.00,0.00
question,WebQTest-944,52,26.358,8590.63,0.00,0.00
question,WebQTest-945,6,3.718,1259.98,0.00,0.00
question,WebQTest-948,34,16.985,5724.51,0.00,0.00
question,WebQTest-949,7,3.260,1043.12,0.00,0.00
question,WebQTest-95,8,4.441,1516.94,0.00,0.00
question,WebQTest-952,5,2.440,802.61,0.00,0.00
question,WebQTest-953,5,2.626,864.51,0.00,0.00
question,WebQTest-954,22,9.234,3143.78,0.00,0.00
question,WebQTest-955,13,4.451,1445.96,0.00,0.00
question,WebQTest-957,7,3.426,1112.66,0.00,0.00
question,WebQTest-958,7,13.211,4390.73,0.00,0.00
question,WebQTest-959,36,11.384,3708.07,0.00,0.00
question,WebQTest-96,7,3.028,988.17,0.00,0.00
question,WebQTest-960,702,11.772,3266.20,0.00,0.00
question,WebQTest-962,6,2.337,764.79,0.00,0.00
question,WebQTest-963,295,6.892,2007.78,0.00,0.00
question,WebQTest-965,13,3.702,1200.54,0.00,0.00
question,WebQTest-966,12,4.390,1401.79,0.00,0.00
question,WebQTest-967,76,25.348,8149.72,0.00,0.00
question,WebQTest-968,6,3.433,1153.21,0.00,0.00
question,WebQTest-969,7,3.588,1175.56,0.00,0.00
question,WebQTest-97,1088,37.195,10421.00,0.00,0.00
question,WebQTest-970,45,16.469,5241.30,0.00,0.00
question,WebQTest-971,5,2.398,792.51,0.00,0.00
question,WebQTest-972,34,11.776,3813.07,0.00,0.00
question,WebQTest-973,7,2.910,999.91,0.00,0.00
question,WebQTest-974,94,45.601,14877.10,0.00,0.00
question,WebQTest-975,5,2.607,891.62,0.00,0.00
question,WebQTest-976,14,4.238,1354.95,0.00,0.00
question,WebQTest-977,51,4.404,1366.19,0.00,0.00
question,WebQTest-978,10,3.785,1271.24,0.00,0.00
question,WebQTest-979,6,2.645,908.25,0.00,0.00
question,WebQTest-98,5,2.519,874.57,0.00,0.00
question,WebQTest-980,1060,33.887,10135.10,0.00,0.00
question,WebQTest-982,6,6.014,1990.90,0.00,0.00
question,WebQTest-983,21,6.848,2216.39,0.00,0.00
question,WebQTest-984,6,3.425,1146.43,0.00,0.00
question,WebQTest-985,12,4.041,1307.63,0.00,0.00
question,WebQTest-986,15,4.277,1410.25,0.00,0.00
question,WebQTest-987,5,2.167,728.43,0.00,0.00
question,WebQTest-988,118,31.786,10623.58,0.00,0.00
question,WebQTest-989,7,3.302,1081.11,0.00,0.00
question,WebQTest-99,61,29.321,9317.09,0.00,0.00
question,WebQTest-990,350,8.351,2456.32,0.00,0.00
question,WebQTest-991,38,13.821,4445.29,0.00,0.00
question,WebQTest-993,35,14.108,4588.89,0.00,0.00
question,WebQTest-994,7,3.437,1104.31,0.00,0.00
question,WebQTest-996,6,2.489,808.20,0.00,0.00
question,WebQTest-997,33,12.390,4023.84,0.00,0.00
question,WebQTest-998,13,6.051,1945.17,0.00,0.00
question,WebQTest-999,16,8.194,2665.45,0.00,0.00
