t,gpu0_w
1786064561.260,338.695
1786064561.361,338.725
1786064561.461,338.725
1786064561.561,338.882
1786064561.661,339.253
1786064561.762,339.32
1786064561.862,339.496
1786064561.962,339.412
1786064562.062,339.167
1786064562.163,336.48
1786064562.263,324.154
1786064562.363,321.67
1786064562.463,319.796
1786064562.564,316.911
1786064562.664,316.711
1786064562.764,316.22
1786064562.865,316.291
1786064562.965,316.391
1786064563.065,316.446
1786064563.165,316.6
1786064563.266,316.328
1786064563.366,316.179
1786064563.466,316.002
1786064563.566,317.539
1786064563.667,320.325
1786064563.767,318.38
1786064563.867,318.441
1786064563.967,318.298
1786064564.068,318.092
1786064564.168,318.074
1786064564.268,317.968
1786064564.368,317.974
1786064564.469,318.032
1786064564.569,318.103
1786064564.669,318.241
1786064564.769,318.079
1786064564.870,320.278
1786064564.970,320.325
1786064565.070,320.454
1786064565.170,320.657
1786064565.270,320.568
1786064565.371,320.463
1786064565.471,320.372
1786064565.571,315.223
1786064565.672,315.185
1786064565.772,315.005
1786064565.872,315.267
1786064565.972,315.291
1786064566.073,315.273
1786064566.173,315.329
1786064566.273,315.302
1786064566.373,315.462
1786064566.474,315.484
1786064566.574,315.591
1786064566.674,320.78
1786064566.774,320.534
1786064566.875,320.676
1786064566.975,315.852
1786064567.075,315.62
1786064567.175,315.646
1786064567.276,315.576
1786064567.376,315.536
1786064567.476,315.595
1786064567.576,315.848
1786064567.676,315.939
1786064567.777,315.713
1786064567.877,315.927
1786064567.977,316.055
1786064568.078,320.932
1786064568.178,314.547
1786064568.278,317.032
1786064568.378,317.148
1786064568.479,317.284
1786064568.579,317.215
1786064568.679,317.259
1786064568.779,317.27
1786064568.880,317.357
1786064568.980,317.592
1786064569.080,317.615
1786064569.180,317.589
1786064569.281,324.071
1786064569.381,321.709
1786064569.481,321.743
1786064569.581,321.808
1786064569.682,315.515
1786064569.782,314.78
1786064569.882,314.386
1786064569.983,314.448
1786064570.083,314.365
1786064570.183,314.543
1786064570.283,314.604
1786064570.384,314.65
1786064570.484,314.642
1786064570.584,314.494
1786064570.685,314.45
1786064570.785,309.944
1786064570.885,314.709
1786064570.986,314.707
1786064571.086,314.831
1786064571.186,314.971
1786064571.286,314.931
1786064571.387,315.08
1786064571.487,315.191
1786064571.587,315.361
1786064571.687,315.746
1786064571.788,315.775
1786064571.888,326.668
1786064571.988,322.418
1786064572.089,322.951
1786064572.189,311.553
1786064572.289,299.213
1786064572.389,313.406
1786064572.490,312.61
1786064572.590,312.697
1786064572.690,312.534
1786064572.790,312.37
1786064572.891,312.281
1786064572.991,312.217
1786064573.091,312.258
1786064573.192,312.395
1786064573.292,323.923
1786064573.392,334.244
1786064573.492,321.828
1786064573.593,322.659
1786064573.693,317.861
1786064573.793,317.85
1786064573.894,317.685
1786064573.994,317.866
1786064574.094,317.98
1786064574.194,318.019
1786064574.295,317.9
1786064574.395,317.831
1786064574.495,317.912
1786064574.595,318.023
1786064574.696,317.933
1786064574.796,322.604
1786064574.896,316.276
1786064574.997,330.368
1786064575.097,342.909
1786064575.197,351.098
1786064575.297,351.137
1786064575.398,351.533
1786064575.498,351.654
1786064575.599,351.712
1786064575.699,351.541
1786064575.799,351.613
1786064575.900,351.568
1786064576.000,358.024
1786064576.100,344.057
1786064576.200,331.398
1786064576.301,323.24
1786064576.401,322.154
1786064576.501,328.712
1786064576.601,328.608
1786064576.702,328.586
1786064576.802,328.743
1786064576.902,328.446
1786064577.003,328.745
1786064577.103,328.631
1786064577.203,328.682
1786064577.304,328.623
1786064577.404,328.396
1786064577.504,329.177
1786064577.604,322.469
1786064577.705,322.354
1786064577.805,314.9
1786064577.905,314.509
1786064578.005,314.897
1786064578.106,314.653
1786064578.206,314.611
1786064578.306,314.52
1786064578.406,314.693
1786064578.507,314.9
1786064578.607,315.194
1786064578.707,315.012
1786064578.807,315.164
1786064578.908,322.681
1786064579.008,318.052
1786064579.108,317.861
1786064579.208,317.854
1786064579.309,317.844
1786064579.409,318.065
1786064579.509,317.841
1786064579.609,317.696
1786064579.709,317.502
1786064579.810,317.534
1786064579.910,317.076
1786064580.010,316.889
1786064580.110,321.937
1786064580.210,316.623
1786064580.311,316.394
1786064580.411,316.304
1786064580.511,315.769
1786064580.612,315.773
1786064580.712,315.833
1786064580.813,315.45
1786064580.913,315.646
1786064581.013,315.679
1786064581.114,315.484
1786064581.214,320.731
1786064581.314,318.034
1786064581.415,318.155
1786064581.515,318.451
1786064581.616,318.516
1786064581.716,318.732
1786064581.816,318.409
1786064581.917,318.591
1786064582.017,318.689
1786064582.118,318.623
1786064582.218,318.621
1786064582.318,318.796
1786064582.419,321.53
1786064582.519,301.822
1786064582.619,304.166
1786064582.719,304.031
1786064582.820,303.751
1786064582.920,303.933
1786064583.020,304.005
1786064583.120,303.923
1786064583.220,303.916
1786064583.321,303.865
1786064583.421,303.659
1786064583.521,303.817
1786064583.621,323.481
1786064583.722,321.456
1786064583.822,317.269
1786064583.922,317.213
1786064584.022,317.325
1786064584.122,317.766
1786064584.223,317.896
1786064584.323,318.033
1786064584.423,318.258
1786064584.524,318.498
1786064584.624,318.613
1786064584.724,318.866
1786064584.824,318.747
1786064584.924,322.81
1786064585.025,318.114
1786064585.125,318.216
1786064585.225,317.985
1786064585.325,318.098
1786064585.426,318.095
1786064585.526,318.162
1786064585.626,318.157
1786064585.727,318.112
1786064585.827,318.001
1786064585.928,317.551
1786064586.028,317.789
1786064586.128,321.951
1786064586.230,320.879
1786064586.330,320.722
1786064586.430,320.71
1786064586.531,320.783
1786064586.631,320.776
1786064586.731,320.759
1786064586.832,320.798
1786064586.932,320.934
1786064587.032,321.441
1786064587.133,321.644
1786064587.233,320.364
1786064587.333,312.697
1786064587.434,312.896
1786064587.534,312.94
1786064587.634,312.893
1786064587.734,312.743
1786064587.835,312.581
1786064587.935,312.447
1786064588.035,312.424
1786064588.136,312.429
1786064588.236,312.493
1786064588.336,314.826
1786064588.437,323.588
1786064588.537,323.537
1786064588.637,320.342
1786064588.738,320.304
1786064588.838,320.406
1786064588.938,320.358
1786064589.039,320.759
1786064589.139,320.571
1786064589.240,320.499
1786064589.340,320.295
1786064589.440,320.155
1786064589.541,320.195
1786064589.641,317.409
1786064589.741,320.663
1786064589.842,320.862
1786064589.942,320.714
1786064590.042,320.814
1786064590.143,320.478
1786064590.243,320.49
1786064590.343,320.506
1786064590.444,320.646
1786064590.544,320.436
1786064590.644,320.675
1786064590.745,323.539
1786064590.845,323.437
1786064590.945,319.608
1786064591.046,319.913
1786064591.146,320.059
1786064591.246,320.226
1786064591.347,320.475
1786064591.447,320.523
1786064591.547,320.477
1786064591.648,320.487
1786064591.748,320.314
1786064591.848,320.307
1786064591.949,320.298
1786064592.049,324.108
1786064592.149,324.042
1786064592.250,324.081
1786064592.350,324.162
1786064592.450,324.219
1786064592.551,324.117
1786064592.651,324.109
1786064592.752,324.248
1786064592.852,324.105
1786064592.952,323.99
1786064593.053,322.424
1786064593.153,322.438
1786064593.253,322.39
1786064593.354,322.387
1786064593.454,322.15
1786064593.554,321.936
1786064593.655,322.27
1786064593.755,322.23
1786064593.855,322.252
1786064593.956,322.12
1786064594.056,322.179
1786064594.157,323.748
1786064594.257,323.678
1786064594.357,321.328
1786064594.458,334.136
1786064594.558,336.809
1786064594.658,337.121
1786064594.759,336.672
1786064594.859,336.643
1786064594.960,336.593
1786064595.060,336.47
1786064595.161,336.513
1786064595.261,336.822
1786064595.362,336.793
1786064595.462,339.255
1786064595.562,322.533
1786064595.662,319.911
1786064595.763,319.519
1786064595.863,319.571
1786064595.964,319.446
1786064596.064,319.31
1786064596.164,319.551
1786064596.265,319.477
1786064596.365,319.392
1786064596.465,319.368
1786064596.566,316.927
1786064596.666,320.653
1786064596.766,320.673
1786064596.866,320.829
1786064596.967,320.853
1786064597.067,320.824
1786064597.167,321.15
1786064597.267,321.183
1786064597.368,318.798
1786064597.468,326.732
1786064597.568,338.808
1786064597.668,355.387
1786064597.769,370.419
1786064597.869,369.061
1786064597.969,373.688
1786064598.103,369.294
1786064598.204,369.613
1786064598.304,369.427
1786064598.404,369.397
1786064598.504,371.781
1786064598.605,364.597
1786064598.705,351.847
1786064598.805,337.609
1786064598.905,322.702
1786064599.005,323.628
1786064599.106,318.898
1786064599.206,318.61
1786064599.306,318.561
1786064599.407,318.491
1786064599.507,318.289
1786064599.607,318.182
