t,gpu0_w
1786362882.728,314.493
1786362882.832,314.568
1786362882.936,314.838
1786362883.039,314.576
1786362883.142,313.028
1786362883.246,312.966
1786362883.350,315.047
1786362883.453,316.141
1786362883.557,316.122
1786362883.661,316.076
1786362883.763,316.145
1786362883.866,316.055
1786362883.968,315.866
1786362884.071,316.062
1786362884.173,316.166
1786362884.275,315.932
1786362884.376,316.109
1786362884.478,316.331
1786362884.580,316.28
1786362884.683,316.362
1786362884.785,316.421
1786362884.888,316.452
1786362884.989,314.983
1786362885.092,315.214
1786362885.195,315.012
1786362885.298,315.008
1786362885.401,316.693
1786362885.504,316.555
1786362885.607,316.292
1786362885.709,314.002
1786362885.812,313.998
1786362885.915,313.876
1786362886.019,314.087
1786362886.122,315.548
1786362886.226,315.427
1786362886.330,315.416
1786362886.431,315.438
1786362886.535,315.479
1786362886.638,315.534
1786362886.742,315.572
1786362886.846,317.918
1786362886.950,317.947
1786362887.054,318.239
1786362887.154,318.054
1786362887.258,316.434
1786362887.362,316.373
1786362887.464,315.173
1786362887.565,315.243
1786362887.666,315.223
1786362887.767,315.16
1786362887.868,315.282
1786362887.970,315.234
1786362888.071,315.228
1786362888.171,315.228
1786362888.272,315.044
1786362888.373,312.991
1786362888.474,314.649
1786362888.575,314.777
1786362888.675,316.042
1786362888.776,316.044
1786362888.876,316.03
1786362888.976,315.852
1786362889.080,315.89
1786362889.182,315.946
1786362889.286,313.973
1786362889.390,314.125
1786362889.491,316.223
1786362889.591,316.26
1786362889.691,316.151
1786362888.641,316.012
1786362888.744,315.982
1786362888.848,316.045
1786362888.952,316.13
1786362889.056,316.011
1786362889.159,316.261
1786362889.263,318.155
1786362889.367,317.852
1786362889.471,317.71
1786362889.572,317.47
1786362889.676,316.075
1786362889.780,316.196
1786362889.884,316.226
1786362889.984,316.191
1786362890.088,316.453
1786362890.192,316.541
1786362890.295,316.274
1786362890.399,316.378
1786362890.500,316.727
1786362890.604,315.12
1786362890.708,315.394
1786362890.812,317.029
1786362890.916,317.149
1786362891.020,317.207
1786362891.124,317.255
1786362891.227,317.179
1786362891.331,317.23
1786362891.435,317.327
1786362891.539,316.183
1786362891.643,316.112
1786362891.746,316.334
1786362891.850,316.301
1786362891.954,316.249
1786362892.058,316.111
1786362892.159,315.937
1786362892.259,315.834
1786362892.360,315.763
1786362892.460,315.75
1786362892.561,315.569
1786362892.663,316.621
1786362892.765,316.449
1786362892.867,317.938
1786362892.969,318.054
1786362893.072,318.076
1786362893.174,318.035
1786362893.276,318.004
1786362893.378,315.852
1786362893.480,315.741
1786362893.583,315.604
1786362893.685,315.789
1786362893.787,315.786
1786362893.890,315.81
1786362893.992,315.825
1786362894.094,315.589
1786362894.197,315.608
1786362894.299,315.577
1786362894.401,315.666
1786362894.503,317.934
1786362894.606,316.005
1786362894.709,316.04
1786362894.811,316.042
1786362894.914,316.172
1786362895.017,316.274
1786362895.120,316.338
1786362895.222,316.523
1786362895.325,316.384
1786362895.426,316.491
1786362895.527,316.731
1786362895.630,316.487
1786362895.733,318.415
1786362895.835,318.461
1786362895.937,317.055
1786362896.038,317.055
1786362896.141,317.027
1786362896.245,316.935
1786362896.348,316.705
1786362896.452,316.58
