timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-08-10T09:57:11,codecarbon,69ac59e2-f09d-47f1-93c0-df0a85067900,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4007.851937307001,0.0629907897558431,1.571684551754388e-05,12.026419546495143,300.45134165674745,20.0,0.013388729280352478,0.33479348644568596,0.022258142041367467,0.37044035776740675,0.0,Canada,CAN,,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.9,16,AMD Ryzen 7 7800X3D 8-Core Processor,1,1 x NVIDIA GeForce RTX 4090,,,29.181949615478516,machine,1.0866849862603047,94.31576317761679,88.3,25.761248675996054,N,1.0,0.0
