scope,key,n_events,duration_s,gpu_j,cpu_j,dram_j
question,WebQTest-1577,1,1.154,376.78,0.00,0.00
question,WebQTest-1580,1,1.256,374.41,0.00,0.00
question,WebQTest-1582,1,0.978,275.91,0.00,0.00
question,WebQTest-1583,1,1.010,314.89,0.00,0.00
question,WebQTest-1584,1,1.402,439.59,0.00,0.00
question,WebQTest-1585,1,0.978,283.68,0.00,0.00
question,WebQTest-1586,1,0.884,277.25,0.00,0.00
question,WebQTest-1587,1,0.960,282.46,0.00,0.00
question,WebQTest-1589,1,0.973,282.06,0.00,0.00
question,WebQTest-159,1,1.315,404.56,0.00,0.00
question,WebQTest-1590,1,0.854,250.84,0.00,0.00
question,WebQTest-1591,1,1.096,344.05,0.00,0.00
question,WebQTest-1592,1,0.925,278.07,0.00,0.00
question,WebQTest-1593,1,1.397,409.29,0.00,0.00
question,WebQTest-1595,1,-0.281,253.43,0.00,0.00
question,WebQTest-1596,1,0.768,212.06,0.00,0.00
question,WebQTest-1597,1,1.055,312.48,0.00,0.00
question,WebQTest-1598,1,0.923,281.06,0.00,0.00
question,WebQTest-1599,1,0.781,247.54,0.00,0.00
question,WebQTest-16,1,0.720,215.26,0.00,0.00
question,WebQTest-160,1,1.573,472.52,0.00,0.00
question,WebQTest-1600,1,1.398,407.95,0.00,0.00
question,WebQTest-1603,1,0.735,220.20,0.00,0.00
question,WebQTest-1604,1,1.319,404.88,0.00,0.00
question,WebQTest-1607,1,1.115,339.86,0.00,0.00
question,WebQTest-1608,1,0.799,250.21,0.00,0.00
question,WebQTest-1609,1,0.804,212.89,0.00,0.00
question,WebQTest-161,1,0.817,250.87,0.00,0.00
question,WebQTest-1610,1,0.832,253.75,0.00,0.00
question,WebQTest-1611,1,0.681,187.38,0.00,0.00
question,WebQTest-1612,1,1.291,407.67,0.00,0.00
question,WebQTest-1613,1,0.851,247.31,0.00,0.00
question,WebQTest-1614,1,1.079,312.13,0.00,0.00
question,WebQTest-1615,1,0.781,247.30,0.00,0.00
question,WebQTest-1616,1,1.010,311.66,0.00,0.00
question,WebQTest-1617,1,1.140,343.74,0.00,0.00
question,WebQTest-1618,1,1.241,373.98,0.00,0.00
question,WebQTest-1619,1,0.941,281.16,0.00,0.00
question,WebQTest-162,1,1.062,312.17,0.00,0.00
question,WebQTest-1620,1,1.098,310.18,0.00,0.00
question,WebQTest-1621,1,0.698,214.72,0.00,0.00
question,WebQTest-1622,1,0.789,246.85,0.00,0.00
question,WebQTest-1623,1,0.694,179.80,0.00,0.00
question,WebQTest-1624,1,0.711,219.77,0.00,0.00
question,WebQTest-1625,1,1.062,343.75,0.00,0.00
question,WebQTest-1626,1,1.240,377.49,0.00,0.00
question,WebQTest-1627,1,0.465,125.61,0.00,0.00
question,WebQTest-1628,1,0.998,312.83,0.00,0.00
question,WebQTest-1629,1,0.692,179.81,0.00,0.00
question,WebQTest-163,1,0.623,184.86,0.00,0.00
question,WebQTest-1630,1,1.342,411.53,0.00,0.00
question,WebQTest-1631,1,0.781,252.07,0.00,0.00
question,WebQTest-1632,1,1.064,308.31,0.00,0.00
question,WebQTest-1633,1,-0.206,280.67,0.00,0.00
question,WebQTest-1634,1,0.906,280.42,0.00,0.00
question,WebQTest-1635,1,1.063,314.91,0.00,0.00
